sample_1,sample_2,true_label,predicted_label,distance
IAM273_3,IAM273_4,0,0,0.54836285
IAM217_2,IAM217_1,0,0,0.6919291
IAM075_1,IAM532_1,1,1,1.1974777
IAM354_3,IAM354_1,0,0,0.37043586
IAM118_6,IAM131_4,1,1,1.2247455
IAM582_4,IAM582_5,0,0,0.5349476
IAM588_7,IAM588_6,0,0,0.27086517
IAM337_6,IAM337_9,0,0,0.22204696
IAM448_2,IAM561_1,1,1,0.87536526
IAM154_3,IAM154_4,0,0,0.5335041
IAM548_1,IAM548_3,0,0,0.136264
IAM221_1,IAM349_6,1,1,1.2296052
IAM190_2,IAM417_1,1,1,1.3843693
IAM121_1,IAM299_1,1,1,1.3004405
IAM156_1,IAM409_1,1,1,0.8339126
IAM209_5,IAM403_2,1,1,0.7911835
IAM331_1,IAM653_1,1,1,1.0952911
IAM000_56,IAM193_2,1,0,0.75171417
IAM098_1,IAM382_2,1,0,0.50219584
IAM303_1,IAM549_2,1,1,1.2762337
IAM552_3,IAM552_5,0,0,0.30885226
IAM339_4,IAM339_5,0,0,0.28024405
IAM241_4,IAM241_2,0,0,0.30274853
IAM503_1,IAM530_1,1,1,1.4119738
IAM353_2,IAM353_5,0,0,0.37308994
IAM527_1,IAM545_4,1,1,1.317207
IAM121_2,IAM147_1,1,1,1.1664482
IAM379_1,IAM471_1,1,0,0.57170117
IAM139_1,IAM299_2,1,1,1.3560497
IAM417_1,IAM554_1,1,1,1.0738093
IAM371_1,IAM409_1,1,1,0.9285958
IAM125_2,IAM125_3,0,1,0.80772537
IAM337_3,IAM337_9,0,0,0.245938
IAM339_6,IAM339_7,0,0,0.16849874
IAM329_2,IAM604_1,1,0,0.69777876
IAM455_4,IAM536_1,1,1,0.8518905
IAM135_2,IAM204_2,1,1,1.2203845
IAM011_1,IAM155_3,1,1,1.250319
IAM552_10,IAM552_5,0,0,0.16278294
IAM336_1,IAM336_8,0,0,0.1335739
IAM049_1,IAM150_4,1,1,1.2182692
IAM155_5,IAM155_7,0,0,0.059934217
IAM222_1,IAM425_1,1,1,1.3137546
IAM123_5,IAM123_2,0,0,0.10664559
IAM342_8,IAM342_7,0,0,0.33174738
IAM018_2,IAM171_2,1,1,1.0713811
IAM332_1,IAM549_2,1,1,0.84353125
IAM341_6,IAM341_9,0,0,0.36493546
IAM339_6,IAM339_9,0,0,0.3821076
IAM186_2,IAM670_2,1,1,1.1275569
IAM335_3,IAM335_5,0,0,0.6195895
IAM287_2,IAM287_4,0,0,0.2286229
IAM220_1,IAM478_1,1,0,0.73189336
IAM549_3,IAM549_2,0,0,0.4046413
IAM152_8,IAM152_3,0,0,0.09473188
IAM389_4,IAM389_2,0,0,0.29327735
IAM028_1,IAM541_1,1,1,1.3475568
IAM150_9,IAM150_3,0,0,0.31330028
IAM349_6,IAM349_9,0,0,0.33740935
IAM199_3,IAM385_1,1,0,0.5275411
IAM352_1,IAM527_1,1,0,0.52085584
IAM036_1,IAM060_2,1,1,1.134895
IAM026_2,IAM026_3,0,0,0.16564909
IAM001_2,IAM578_1,1,1,1.4166291
IAM171_2,IAM535_1,1,0,0.6682805
IAM318_1,IAM366_1,1,0,0.60261613
IAM154_5,IAM154_2,0,0,0.29052818
IAM152_2,IAM152_9,0,0,0.14518328
IAM235_2,IAM545_3,1,1,1.254708
IAM199_3,IAM509_1,1,1,0.7775053
IAM387_1,IAM387_4,0,0,0.28437918
IAM015_1,IAM301_2,1,1,1.2529495
IAM045_1,IAM066_1,1,0,0.485356
IAM333_3,IAM333_9,0,1,0.82484114
IAM344_2,IAM344_8,0,0,0.14426188
IAM185_2,IAM432_1,1,1,1.478119
IAM034_1,IAM600_1,1,0,0.3813789
IAM053_1,IAM169_1,1,1,1.1745
IAM332_5,IAM332_6,0,0,0.045781128
IAM085_4,IAM085_1,0,0,0.35458517
IAM634_4,IAM634_1,0,0,0.28394267
IAM548_1,IAM619_1,1,1,0.8556036
IAM498_3,IAM498_1,0,0,0.13052385
IAM264_1,IAM514_2,1,1,1.3339292
IAM351_5,IAM537_1,1,1,1.2074014
IAM361_1,IAM405_1,1,1,1.1045357
IAM039_1,IAM492_1,1,1,1.3097711
IAM016_3,IAM495_2,1,1,1.0813483
IAM349_6,IAM349_2,0,0,0.50229836
IAM293_3,IAM293_1,0,0,0.16496326
IAM552_9,IAM552_5,0,0,0.18682817
IAM150_2,IAM150_5,0,0,0.08884762
IAM389_1,IAM389_3,0,0,0.42209062
IAM431_1,IAM572_1,1,1,1.4107457
IAM341_8,IAM341_4,0,0,0.27404708
IAM093_3,IAM630_1,1,1,1.4637561
IAM152_4,IAM152_10,0,0,0.09039002
IAM248_5,IAM248_2,0,0,0.107649185
IAM151_10,IAM151_1,0,0,0.26682577
IAM292_4,IAM292_2,0,0,0.20583302
IAM549_3,IAM549_4,0,0,0.12322772
IAM152_7,IAM152_1,0,0,0.11731947
IAM394_2,IAM547_5,1,0,0.7270335
IAM360_1,IAM539_1,1,1,1.360858
IAM354_3,IAM354_5,0,0,0.08049047
IAM205_5,IAM205_3,0,0,0.10624108
IAM113_3,IAM113_2,0,0,0.41031158
IAM348_3,IAM348_1,0,0,0.20998421
IAM524_1,IAM668_1,1,1,0.77062726
IAM577_2,IAM577_1,0,1,1.2233124
IAM192_2,IAM643_1,1,0,0.33742675
IAM000_29,IAM469_1,1,1,1.1444392
IAM052_1,IAM585_4,1,0,0.64682287
IAM190_2,IAM421_1,1,1,1.3940935
IAM490_1,IAM490_2,0,0,0.10646202
IAM095_1,IAM630_1,1,1,1.4022208
IAM384_1,IAM384_10,0,0,0.5927835
IAM018_1,IAM604_1,1,1,0.90264237
IAM344_9,IAM344_3,0,0,0.16069081
IAM090_1,IAM183_1,1,1,1.0296607
IAM118_4,IAM118_5,0,0,0.086267404
IAM491_2,IAM491_1,0,0,0.24161808
IAM049_1,IAM301_2,1,1,0.9848492
IAM341_3,IAM341_2,0,0,0.23952664
IAM356_2,IAM510_1,1,1,1.3102541
IAM006_1,IAM294_4,1,0,0.69639367
IAM340_8,IAM340_7,0,0,0.25337502
IAM121_2,IAM334_9,1,1,1.1554753
IAM339_2,IAM432_1,1,1,1.4112017
IAM099_1,IAM549_4,1,0,0.69499785
IAM258_1,IAM658_2,1,1,1.0758688
IAM257_1,IAM424_1,1,1,1.3513343
IAM085_6,IAM085_1,0,0,0.28392988
IAM207_2,IAM207_3,0,0,0.14321357
IAM406_1,IAM520_1,1,1,1.3692809
IAM090_3,IAM090_1,0,0,0.6576779
IAM224_1,IAM427_1,1,1,1.4320229
IAM136_1,IAM247_1,1,1,0.9298075
IAM025_5,IAM320_1,1,1,1.2530171
IAM150_7,IAM198_1,1,1,0.9688834
IAM111_4,IAM111_2,0,0,0.08541334
IAM299_1,IAM310_1,1,0,0.47123653
IAM040_1,IAM422_1,1,1,1.3568769
IAM447_1,IAM528_1,1,0,0.65056676
IAM315_5,IAM315_2,0,0,0.23208144
IAM155_8,IAM155_6,0,0,0.18502481
IAM010_2,IAM107_2,1,1,0.92999494
IAM347_1,IAM347_8,0,0,0.2618553
IAM348_7,IAM427_1,1,1,1.0847564
IAM152_4,IAM152_1,0,0,0.09280697
IAM640_1,IAM658_1,1,1,1.1969879
IAM000_29,IAM000_56,0,0,0.43903497
IAM216_1,IAM664_1,1,0,0.65481085
IAM288_5,IAM288_4,0,0,0.11120841
IAM274_4,IAM274_2,0,0,0.07328155
IAM158_1,IAM633_1,1,1,1.4258349
IAM384_5,IAM384_7,0,0,0.26064548
IAM213_1,IAM213_2,0,0,0.25912943
IAM204_4,IAM204_3,0,0,0.07981965
IAM135_2,IAM202_5,1,1,1.0719266
IAM003_2,IAM156_1,1,1,1.0088323
IAM111_3,IAM226_1,1,1,0.9037139
IAM320_2,IAM553_1,1,1,1.3973241
IAM052_1,IAM581_1,1,1,1.414849
IAM343_5,IAM415_7,1,1,0.8409024
IAM338_1,IAM338_2,0,0,0.1084862
IAM670_4,IAM670_5,0,0,0.15500788
IAM454_2,IAM454_1,0,1,0.9560251
IAM338_8,IAM338_3,0,0,0.42334238
IAM377_1,IAM637_1,1,1,1.3847266
IAM483_2,IAM570_1,1,1,1.1468751
IAM085_4,IAM373_1,1,1,1.1549301
IAM207_3,IAM640_1,1,1,1.1563693
IAM204_2,IAM204_1,0,0,0.20527478
IAM349_8,IAM349_5,0,0,0.3054248
IAM567_5,IAM567_4,0,0,0.32916626
IAM106_1,IAM109_4,1,1,1.298859
IAM031_1,IAM187_2,1,0,0.55136377
IAM588_7,IAM588_3,0,0,0.33681548
IAM292_3,IAM482_2,1,1,0.7594467
IAM257_1,IAM472_1,1,1,1.3642417
IAM033_1,IAM534_1,1,1,1.409695
IAM029_1,IAM179_1,1,0,0.6389412
IAM338_6,IAM634_4,1,1,0.8375332
IAM047_1,IAM613_1,1,1,0.96047175
IAM199_3,IAM199_4,0,0,0.27073058
IAM415_2,IAM415_1,0,0,0.47679433
IAM337_6,IAM337_5,0,0,0.3638746
IAM586_1,IAM586_3,0,0,0.16335417
IAM384_9,IAM384_10,0,0,0.097451866
IAM337_9,IAM337_7,0,0,0.2835257
IAM588_2,IAM588_10,0,0,0.15823393
IAM288_5,IAM288_2,0,0,0.12162548
IAM203_1,IAM203_4,0,0,0.18620548
IAM405_2,IAM405_1,0,0,0.38346317
IAM147_1,IAM597_1,1,1,1.2840928
IAM456_1,IAM534_1,1,1,1.2460698
IAM341_6,IAM341_4,0,0,0.41496903
IAM170_2,IAM297_2,1,1,1.3860198
IAM324_1,IAM333_4,1,0,0.6394648
IAM399_1,IAM613_1,1,1,1.1330527
IAM061_1,IAM074_1,1,0,0.68326604
IAM384_2,IAM384_1,0,0,0.43958917
IAM634_2,IAM634_1,0,0,0.38459367
IAM481_2,IAM588_10,1,0,0.5009197
IAM061_4,IAM524_1,1,0,0.5721384
IAM233_1,IAM495_1,1,1,1.2729294
IAM245_1,IAM475_1,1,1,1.0628397
IAM141_1,IAM169_2,1,1,1.0425196
IAM068_1,IAM428_1,1,1,1.358657
IAM288_3,IAM288_2,0,0,0.15131159
IAM308_1,IAM360_1,1,1,0.9674315
IAM332_5,IAM332_8,0,0,0.12008642
IAM435_1,IAM639_1,1,0,0.28617457
IAM303_1,IAM379_1,1,1,0.9196388
IAM154_9,IAM154_2,0,0,0.14698924
IAM513_2,IAM513_1,0,0,0.31819344
IAM075_1,IAM148_1,1,1,1.2501361
IAM153_10,IAM153_8,0,0,0.36158505
IAM031_1,IAM065_1,1,1,0.8890491
IAM401_1,IAM536_1,1,0,0.5090518
IAM340_7,IAM340_6,0,0,0.14939891
IAM085_2,IAM085_5,0,0,0.57397354
IAM289_4,IAM497_4,1,1,0.8375932
IAM029_1,IAM257_1,1,1,1.2515897
IAM076_1,IAM566_1,1,1,1.0250819
IAM046_1,IAM448_2,1,1,1.3776757
IAM035_1,IAM378_1,1,1,1.1626644
IAM340_7,IAM340_1,0,0,0.36858568
IAM428_1,IAM568_1,1,1,1.2294929
IAM548_3,IAM548_5,0,0,0.33331865
IAM382_2,IAM449_2,1,0,0.58192366
IAM170_1,IAM373_1,1,1,1.4197338
IAM039_1,IAM237_1,1,1,1.230111
IAM217_1,IAM217_3,0,0,0.32933116
IAM336_2,IAM336_7,0,0,0.08521016
IAM340_8,IAM340_2,0,0,0.43460032
IAM551_8,IAM551_9,0,0,0.10345666
IAM552_9,IAM552_7,0,0,0.32391474
IAM142_1,IAM378_1,1,1,1.4042857
IAM112_2,IAM617_1,1,1,1.0670848
IAM154_9,IAM154_7,0,0,0.17697309
IAM552_8,IAM552_5,0,0,0.5046255
IAM338_3,IAM338_2,0,0,0.45639583
IAM138_1,IAM551_3,1,1,0.78095746
IAM588_2,IAM588_5,0,0,0.18405156
IAM045_1,IAM184_2,1,1,1.1337243
IAM153_5,IAM215_2,1,1,1.228163
IAM335_1,IAM335_8,0,0,0.22256228
IAM635_2,IAM635_5,0,0,0.35418582
IAM447_2,IAM447_1,0,0,0.081036985
IAM242_3,IAM299_1,1,1,0.97309285
IAM152_2,IAM152_10,0,0,0.083911
IAM153_5,IAM153_8,0,0,0.36888057
IAM548_2,IAM548_5,0,0,0.51008254
IAM215_2,IAM469_1,1,0,0.41370237
IAM081_2,IAM482_2,1,1,1.4256202
IAM415_6,IAM415_3,0,0,0.39982736
IAM346_2,IAM346_5,0,0,0.16276284
IAM363_1,IAM488_1,1,0,0.4320571
IAM007_2,IAM547_5,1,1,1.254955
IAM250_1,IAM428_1,1,1,1.1117967
IAM063_1,IAM063_2,0,0,0.14989962
IAM392_4,IAM392_1,0,0,0.33263764
IAM150_2,IAM150_3,0,0,0.15627131
IAM139_2,IAM186_1,1,1,0.88477224
IAM354_1,IAM418_1,1,1,1.352071
IAM292_5,IAM292_4,0,0,0.17638315
IAM080_1,IAM477_1,1,1,1.349229
IAM548_1,IAM548_5,0,0,0.35068873
IAM349_9,IAM388_1,1,1,1.2643453
IAM205_5,IAM205_1,0,0,0.079895474
IAM184_1,IAM516_1,1,1,0.8941483
IAM155_3,IAM155_8,0,0,0.089335546
IAM153_6,IAM153_3,0,0,0.07913054
IAM484_1,IAM484_2,0,0,0.70243484
IAM215_1,IAM476_1,1,1,1.0241448
IAM332_8,IAM332_3,0,0,0.11221241
IAM152_4,IAM152_7,0,0,0.13183182
IAM348_6,IAM348_8,0,0,0.11148518
IAM345_6,IAM345_4,0,0,0.07017963
IAM214_1,IAM348_8,1,1,1.4280143
IAM635_9,IAM635_8,0,0,0.2387576
IAM347_1,IAM347_5,0,0,0.21524131
IAM516_1,IAM659_1,1,1,1.3188785
IAM073_1,IAM523_1,1,1,1.4090335
IAM270_1,IAM583_2,1,1,1.4139184
IAM345_3,IAM345_4,0,0,0.042244814
IAM333_4,IAM333_3,0,0,0.12229998
IAM356_2,IAM628_1,1,1,1.316491
IAM342_9,IAM342_1,0,0,0.64230794
IAM085_2,IAM085_3,0,0,0.26401576
IAM277_2,IAM499_1,1,1,1.0758488
IAM371_1,IAM398_1,1,1,1.0907273
IAM329_2,IAM380_1,1,1,1.2295852
IAM334_3,IAM334_9,0,0,0.24909286
IAM340_4,IAM340_2,0,0,0.20433137
IAM182_1,IAM512_1,1,1,1.3121938
IAM341_4,IAM341_2,0,0,0.21425125
IAM670_7,IAM670_8,0,0,0.1466934
IAM242_1,IAM612_1,1,1,1.2366377
IAM292_5,IAM292_1,0,0,0.16600181
IAM020_1,IAM465_1,1,1,1.2844714
IAM157_2,IAM294_4,1,1,1.0032166
IAM395_1,IAM568_1,1,1,1.2436702
IAM347_2,IAM347_9,0,0,0.0893634
IAM011_2,IAM011_1,0,0,0.22898765
IAM347_9,IAM347_8,0,0,0.225669
IAM118_7,IAM118_5,0,0,0.12009131
IAM172_2,IAM332_5,1,1,1.4215856
IAM266_1,IAM336_2,1,1,1.1940023
IAM179_1,IAM522_1,1,0,0.27309462
IAM377_1,IAM413_1,1,0,0.7539818
IAM412_1,IAM636_1,1,0,0.3442663
IAM336_2,IAM336_8,0,0,0.10218709
IAM568_1,IAM627_1,1,0,0.44285047
IAM185_2,IAM367_1,1,1,1.0450993
IAM390_3,IAM390_5,0,0,0.13698383
IAM079_1,IAM215_2,1,1,0.92264086
IAM221_1,IAM470_1,1,1,0.76345855
IAM209_5,IAM376_1,1,0,0.36019063
IAM465_1,IAM472_1,1,1,1.2641121
IAM242_2,IAM586_3,1,0,0.71867526
IAM001_1,IAM238_1,1,0,0.70211625
IAM332_8,IAM332_4,0,0,0.08925381
IAM332_3,IAM634_8,1,0,0.54731345
IAM320_1,IAM484_2,1,0,0.6594201
IAM670_9,IAM670_3,0,0,0.22965372
IAM353_5,IAM353_4,0,0,0.3223064
IAM407_1,IAM670_2,1,1,1.354846
IAM334_9,IAM334_7,0,0,0.117168665
IAM333_6,IAM333_8,0,0,0.5474685
IAM150_9,IAM150_10,0,0,0.10575758
IAM153_2,IAM475_1,1,0,0.28018123
IAM020_1,IAM268_1,1,1,1.3572924
IAM348_1,IAM348_6,0,0,0.22463015
IAM291_2,IAM650_1,1,1,1.1449525
IAM174_2,IAM174_4,0,0,0.35871723
IAM470_1,IAM567_4,1,1,1.0679674
IAM319_1,IAM351_3,1,1,1.0042562
IAM147_1,IAM372_1,1,0,0.316874
IAM332_7,IAM332_3,0,0,0.18046702
IAM333_5,IAM333_8,0,0,0.3464536
IAM414_2,IAM534_1,1,1,1.3002352
IAM551_5,IAM551_4,0,0,0.077041246
IAM105_1,IAM204_5,1,1,1.0582246
IAM025_5,IAM025_1,0,0,0.0774975
IAM136_1,IAM279_1,1,1,1.4489061
IAM332_6,IAM332_4,0,0,0.08860821
IAM152_8,IAM152_9,0,0,0.10177251
IAM259_2,IAM571_1,1,1,0.8143697
IAM334_5,IAM334_4,0,0,0.37816486
IAM422_1,IAM456_2,1,1,1.1093334
IAM239_3,IAM570_1,1,0,0.3332792
IAM066_1,IAM436_1,1,1,0.89450073
IAM118_4,IAM118_2,0,0,0.1078508
IAM153_5,IAM153_2,0,0,0.2813413
IAM341_8,IAM341_2,0,0,0.30097464
IAM124_2,IAM124_1,0,0,0.11629017
IAM184_2,IAM517_1,1,0,0.11124837
IAM201_1,IAM471_1,1,1,1.3108577
IAM173_5,IAM344_9,1,1,0.7997377
IAM342_1,IAM342_4,0,0,0.6495713
IAM242_3,IAM539_1,1,1,1.2714428
IAM130_1,IAM130_4,0,0,0.11318043
IAM094_2,IAM653_1,1,1,1.2936685
IAM550_3,IAM550_1,0,0,0.24902588
IAM551_8,IAM551_1,0,0,0.19907984
IAM106_1,IAM242_1,1,0,0.6524
IAM151_2,IAM151_3,0,0,0.03666032
IAM034_1,IAM184_1,1,1,1.3774981
IAM043_1,IAM153_7,1,0,0.5115173
IAM342_8,IAM342_9,0,0,0.17735803
IAM064_1,IAM064_4,0,0,0.13053189
IAM394_1,IAM621_1,1,1,1.2561915
IAM030_1,IAM270_1,1,1,1.1478658
IAM092_1,IAM440_1,1,0,0.4513492
IAM338_7,IAM338_5,0,0,0.43359584
IAM165_1,IAM537_1,1,1,0.7843408
IAM315_1,IAM315_4,0,0,0.46924907
IAM344_8,IAM344_7,0,0,0.14582713
IAM565_1,IAM621_1,1,1,1.4392073
IAM199_2,IAM199_1,0,1,0.99131316
IAM027_1,IAM580_1,1,1,0.9589673
IAM014_1,IAM586_2,1,1,1.0889007
IAM378_1,IAM622_1,1,0,0.531841
IAM150_4,IAM520_1,1,1,1.3254817
IAM104_1,IAM509_1,1,1,0.7923487
IAM552_10,IAM552_7,0,0,0.34291515
IAM292_1,IAM292_4,0,0,0.18611269
IAM138_1,IAM339_1,1,1,1.092095
IAM034_1,IAM116_1,1,1,0.9725902
IAM509_1,IAM635_5,1,1,1.3456687
IAM044_1,IAM238_1,1,1,1.3690172
IAM635_10,IAM635_6,0,0,0.3854699
IAM343_8,IAM343_1,0,0,0.35344923
IAM181_1,IAM413_1,1,1,1.2516736
IAM347_1,IAM347_2,0,0,0.056276485
IAM154_3,IAM154_2,0,0,0.14249413
IAM635_2,IAM635_8,0,0,0.35453558
IAM137_1,IAM665_1,1,1,1.3075916
IAM347_9,IAM347_3,0,0,0.24120235
IAM132_4,IAM132_3,0,0,0.16138247
IAM079_1,IAM342_7,1,1,0.95423645
IAM337_8,IAM337_7,0,0,0.29797083
IAM242_1,IAM434_1,1,1,1.3213116
IAM258_1,IAM525_1,1,1,1.4750777
IAM670_10,IAM670_7,0,0,0.17103507
IAM570_1,IAM642_1,1,1,0.9666104
IAM555_3,IAM555_1,0,0,0.061738417
IAM030_1,IAM135_2,1,1,0.79291755
IAM348_5,IAM348_9,0,0,0.07812802
IAM315_3,IAM315_2,0,0,0.29908043
IAM345_1,IAM345_2,0,0,0.036791164
IAM109_3,IAM109_1,0,0,0.35484436
IAM181_1,IAM227_1,1,0,0.5305261
IAM390_1,IAM390_4,0,0,0.34852144
IAM049_1,IAM652_1,1,0,0.59164816
IAM157_2,IAM502_1,1,0,0.7024774
IAM116_1,IAM482_1,1,1,1.1984259
IAM008_2,IAM367_1,1,1,1.1754638
IAM349_5,IAM349_4,0,0,0.44078118
IAM236_1,IAM591_1,1,1,1.3899807
IAM497_4,IAM502_1,1,1,1.0192499
IAM005_2,IAM005_1,0,0,0.21960203
IAM202_1,IAM202_4,0,0,0.16045062
IAM139_1,IAM560_2,1,0,0.35940003
IAM239_3,IAM239_2,0,0,0.3505745
IAM551_7,IAM551_1,0,0,0.07457628
IAM348_9,IAM348_4,0,0,0.21696144
IAM170_2,IAM346_7,1,1,1.3751318
IAM527_1,IAM608_1,1,1,1.3643144
IAM273_4,IAM396_1,1,1,1.3957889
IAM008_1,IAM146_1,1,1,1.2911243
IAM219_1,IAM610_1,1,1,1.3081304
IAM439_1,IAM644_1,1,1,1.3718945
IAM060_2,IAM135_1,1,0,0.56197685
IAM110_3,IAM614_1,1,1,1.0589846
IAM420_1,IAM420_2,0,0,0.41675702
IAM634_9,IAM634_1,0,0,0.604297
IAM427_1,IAM579_1,1,1,0.8673548
IAM150_6,IAM150_10,0,0,0.19522402
IAM320_1,IAM387_4,1,1,1.3646637
IAM053_1,IAM259_2,1,1,1.0376194
IAM671_1,IAM671_6,0,0,0.22818783
IAM584_4,IAM584_2,0,0,0.50129735
IAM180_1,IAM341_2,1,1,1.3915601
IAM290_1,IAM603_1,1,1,0.9302048
IAM155_9,IAM155_3,0,0,0.05738552
IAM390_1,IAM390_3,0,0,0.40752196
IAM404_1,IAM600_1,1,1,1.4272863
IAM321_1,IAM433_1,1,1,1.185796
IAM268_1,IAM467_1,1,1,1.0908589
IAM234_1,IAM592_1,1,0,0.7068552
IAM346_5,IAM346_9,0,0,0.19148399
IAM582_2,IAM582_5,0,0,0.18449268
IAM338_1,IAM338_3,0,0,0.37845114
IAM276_1,IAM434_1,1,1,1.2638298
IAM588_6,IAM588_10,0,0,0.27133796
IAM187_2,IAM187_1,0,0,0.6517176
IAM202_1,IAM341_7,1,1,0.87099564
IAM068_1,IAM289_5,1,1,1.3372868
IAM235_1,IAM376_1,1,1,1.4208115
IAM670_5,IAM670_3,0,0,0.076609366
IAM031_1,IAM600_1,1,1,1.2515247
IAM146_1,IAM171_1,1,1,0.89711374
IAM451_2,IAM451_1,0,0,0.20878561
IAM154_9,IAM154_3,0,0,0.21787818
IAM497_1,IAM647_1,1,1,1.2385445
IAM205_3,IAM205_2,0,0,0.05468316
IAM332_3,IAM497_2,1,1,1.2398189
IAM104_1,IAM243_1,1,0,0.6075393
IAM247_5,IAM247_4,0,0,0.06649959
IAM227_1,IAM671_4,1,1,1.1783748
IAM423_1,IAM527_2,1,1,1.1900262
IAM001_1,IAM621_1,1,0,0.6171027
IAM532_1,IAM621_1,1,1,0.8751144
IAM153_5,IAM153_6,0,0,0.35398942
IAM019_2,IAM019_1,0,0,0.1609521
IAM364_1,IAM614_1,1,0,0.58002436
IAM357_3,IAM357_2,0,0,0.47379592
IAM334_3,IAM629_1,1,1,1.1768209
IAM209_4,IAM209_2,0,0,0.38691074
IAM151_5,IAM151_7,0,0,0.22631578
IAM671_7,IAM671_8,0,0,0.28146163
IAM586_4,IAM586_3,0,0,0.23379846
IAM245_1,IAM541_1,1,1,0.97244436
IAM343_2,IAM343_3,0,0,0.34472978
IAM207_1,IAM382_1,1,0,0.5673687
IAM110_4,IAM110_2,0,0,0.3100893
IAM588_2,IAM588_8,0,0,0.3248729
IAM133_4,IAM133_5,0,0,0.30502236
IAM582_3,IAM582_1,0,1,0.7686545
IAM475_1,IAM488_1,1,1,1.477723
IAM298_1,IAM614_1,1,1,1.1464775
IAM186_2,IAM186_1,0,0,0.27104712
IAM229_1,IAM584_3,1,1,0.8133421
IAM102_1,IAM142_1,1,1,1.2914652
IAM353_2,IAM353_4,0,0,0.4356414
IAM038_1,IAM243_1,1,1,0.8339163
IAM346_4,IAM346_1,0,0,0.12658149
IAM203_1,IAM616_1,1,1,1.2819711
IAM128_2,IAM128_4,0,0,0.066952944
IAM022_1,IAM574_1,1,1,1.2403659
IAM419_1,IAM500_1,1,1,1.1392837
IAM459_1,IAM486_1,1,1,1.1647106
IAM342_7,IAM342_6,0,0,0.4062886
IAM168_2,IAM191_1,1,1,0.89125043
IAM208_4,IAM208_1,0,0,0.15981013
IAM340_2,IAM340_7,0,0,0.22325255
IAM336_9,IAM336_3,0,0,0.14208856
IAM635_6,IAM635_8,0,0,0.34915018
IAM155_9,IAM155_5,0,0,0.14567225
IAM045_1,IAM411_1,1,0,0.60637903
IAM315_2,IAM534_1,1,1,0.7712423
IAM444_2,IAM444_1,0,0,0.26117155
IAM411_1,IAM517_1,1,1,1.2163813
IAM225_1,IAM296_1,1,1,1.2098694
IAM274_4,IAM274_1,0,0,0.283522
IAM342_2,IAM342_6,0,0,0.5197723
IAM321_1,IAM489_1,1,1,1.0752343
IAM015_1,IAM586_1,1,1,1.2489309
IAM051_1,IAM382_1,1,0,0.36714903
IAM337_4,IAM449_2,1,1,1.158279
IAM366_1,IAM580_1,1,1,1.4153963
IAM334_9,IAM334_5,0,0,0.57940584
IAM151_4,IAM528_1,1,1,1.443191
IAM044_1,IAM223_1,1,1,1.1228925
IAM003_2,IAM386_2,1,1,0.88769203
