sample_1,sample_2,true_label,predicted_label,distance
CVL0313_3,CVL0705_2,1,1,1.1756927
CVL0313_3,CVL0313_4,0,0,0.13705808
CVL0096_6,CVL0394_2,1,1,0.79260534
CVL0230_1,CVL0230_2,0,0,0.24611571
CVL0232_6,CVL0309_6,1,0,0.74477774
CVL0717_6,CVL0963_4,1,1,1.0684499
CVL0028_6,CVL0028_3,0,0,0.7503844
CVL0020_3,CVL0020_7,0,0,0.3542596
CVL0215_1,CVL0215_4,0,0,0.33352903
CVL0098_1,CVL0218_3,1,1,1.0955448
CVL0244_4,CVL0244_6,0,0,0.065328464
CVL0582_6,CVL0582_3,0,0,0.24123462
CVL0313_3,CVL0477_1,1,1,1.1473104
CVL0230_1,CVL0585_1,1,1,1.3145505
CVL0394_6,CVL0394_2,0,0,0.2170373
CVL0313_1,CVL0313_4,0,0,0.12908754
CVL0157_3,CVL0157_2,0,0,0.39122704
CVL0023_8,CVL0023_6,0,1,0.84952515
CVL0098_2,CVL0098_3,0,0,0.38625768
CVL0411_6,CVL0411_1,0,0,0.22276379
CVL0244_1,CVL0963_3,1,1,1.2445405
CVL0028_6,CVL0028_7,0,0,0.49178267
CVL0528_1,CVL0528_3,0,0,0.11844835
CVL0096_3,CVL0096_1,0,0,0.1999764
CVL0080_1,CVL0717_4,1,1,1.3229063
CVL0220_1,CVL0220_2,0,0,0.5411299
CVL0220_3,CVL0220_6,0,0,0.08318919
CVL0220_1,CVL0240_4,1,0,0.1589014
CVL0477_2,CVL0477_3,0,0,0.30812195
CVL0023_6,CVL0023_2,0,1,0.7908199
CVL0096_2,CVL0482_1,1,1,1.0101235
CVL0256_1,CVL1120_2,1,1,0.77264863
CVL0098_2,CVL0098_4,0,0,0.29682115
CVL0157_3,CVL0391_6,1,1,0.99517804
CVL0256_2,CVL0585_2,1,1,0.84468013
CVL0181_2,CVL0935_6,1,1,0.9569749
CVL0095_6,CVL0095_2,0,0,0.5331076
CVL0524_1,CVL0524_4,0,0,0.25210786
CVL0394_4,CVL0482_1,1,1,1.1772456
CVL0230_1,CVL0935_4,1,1,1.2434291
CVL0023_6,CVL0096_2,1,1,0.8864026
CVL0050_7,CVL0411_1,1,0,0.49216288
CVL0096_4,CVL0313_6,1,1,1.3372519
CVL0216_4,CVL0216_6,0,0,0.32748356
CVL0023_8,CVL0230_6,1,1,1.2763549
CVL0411_3,CVL0411_4,0,0,0.3419848
CVL0313_2,CVL0411_6,1,1,0.93660986
CVL0411_1,CVL0963_4,1,0,0.6039668
CVL0709_1,CVL0709_6,0,0,0.48777312
CVL0477_1,CVL0477_3,0,0,0.6072029
CVL0095_1,CVL0230_3,1,1,1.0085596
CVL0215_6,CVL0585_2,1,1,1.26424
CVL0232_6,CVL0232_4,0,0,0.12435224
CVL0230_4,CVL1120_4,1,1,1.1608392
CVL0153_4,CVL0157_1,1,1,1.3470726
CVL0309_3,CVL0394_1,1,1,1.3278931
CVL0183_4,CVL0528_3,1,1,1.4054958
CVL0935_1,CVL0935_4,0,0,0.28735024
CVL0020_1,CVL0020_7,0,0,0.263285
CVL0028_1,CVL1133_3,1,1,1.2238703
CVL0023_6,CVL0528_4,1,0,0.60422504
CVL0028_1,CVL0028_8,0,0,0.2971132
CVL0411_6,CVL0411_2,0,0,0.33238313
CVL0050_2,CVL0540_4,1,1,1.1246752
CVL0153_1,CVL0244_4,1,1,1.3005328
CVL0096_1,CVL0582_2,1,1,0.7696989
CVL0080_2,CVL0216_2,1,1,1.4113798
CVL0098_4,CVL0098_6,0,0,0.3080465
CVL0218_6,CVL0218_2,0,0,0.3518567
CVL0573_6,CVL0573_1,0,0,0.22807986
CVL0244_3,CVL0411_6,1,1,1.2319605
CVL0215_6,CVL0215_2,0,0,0.66277134
CVL0080_4,CVL0080_3,0,0,0.16243955
CVL0050_3,CVL0183_2,1,1,1.4529718
CVL0582_4,CVL0582_3,0,0,0.22811122
CVL0153_4,CVL0153_3,0,0,0.24603125
CVL0080_2,CVL0080_6,0,0,0.21624197
CVL0176_3,CVL0181_1,1,1,1.3961802
CVL0240_3,CVL0240_2,0,0,0.11516064
CVL0023_4,CVL0023_7,0,1,0.8286217
CVL0540_2,CVL0540_4,0,0,0.2160746
CVL0198_2,CVL0198_1,0,0,0.23307188
CVL0230_2,CVL0230_6,0,0,0.28187996
CVL0050_7,CVL0098_6,1,1,0.9285597
CVL0403_1,CVL0582_3,1,1,0.8017015
CVL0216_1,CVL0585_6,1,0,0.7402785
CVL0256_6,CVL0391_4,1,0,0.39480963
CVL1133_2,CVL1133_4,0,0,0.22358777
CVL0573_1,CVL0573_4,0,0,0.2372517
CVL0935_4,CVL0935_6,0,0,0.28583455
CVL1120_6,CVL1120_3,0,0,0.49342042
CVL0216_1,CVL0477_4,1,1,1.3197551
CVL0585_6,CVL0585_1,0,0,0.13281715
CVL0528_3,CVL0528_6,0,0,0.10845248
CVL0585_3,CVL0585_6,0,0,0.24872455
CVL0028_8,CVL0028_7,0,0,0.6084258
CVL0058_1,CVL0215_2,1,1,1.0720626
CVL0709_2,CVL0709_3,0,0,0.355517
CVL0403_3,CVL0403_4,0,0,0.23705418
CVL0080_4,CVL0080_2,0,0,0.14295131
CVL0157_4,CVL0157_2,0,0,0.4942871
CVL0095_3,CVL0095_1,0,0,0.15401205
CVL0028_1,CVL0028_6,0,0,0.718767
CVL0524_1,CVL0524_2,0,0,0.18521972
CVL0245_3,CVL0245_4,0,0,0.1345162
CVL0482_1,CVL0482_4,0,0,0.19984975
CVL0394_6,CVL0717_3,1,1,1.1909328
CVL0218_1,CVL0245_2,1,1,1.2460262
CVL0309_6,CVL0540_6,1,1,1.3608394
CVL0216_1,CVL0245_1,1,1,0.8177299
CVL0256_3,CVL0256_2,0,0,0.6713183
CVL0230_6,CVL0391_3,1,1,1.3712558
CVL0232_4,CVL0309_3,1,1,0.8296059
CVL0181_4,CVL1133_2,1,0,0.5688172
CVL0291_2,CVL0582_4,1,1,1.0830932
CVL0020_1,CVL0020_3,0,0,0.14492828
CVL0153_1,CVL0153_2,0,0,0.10883916
CVL0095_2,CVL0540_1,1,1,1.2189285
CVL0153_2,CVL0153_6,0,0,0.17076978
CVL0218_6,CVL0705_2,1,1,1.4503571
CVL0028_1,CVL0709_6,1,0,0.4408171
CVL0153_3,CVL0220_1,1,1,1.1154662
CVL0050_4,CVL0050_7,0,0,0.17534013
CVL0232_1,CVL0232_3,0,0,0.11780017
CVL0198_1,CVL0232_2,1,1,1.2785326
CVL0020_1,CVL0095_4,1,1,1.1441348
CVL0540_3,CVL1133_3,1,1,1.1342831
CVL0256_2,CVL0403_6,1,0,0.6068446
CVL0573_6,CVL0573_4,0,0,0.4191038
CVL0230_6,CVL0717_6,1,1,1.231264
CVL0215_4,CVL0705_1,1,1,1.4433348
CVL0220_1,CVL0220_4,0,0,0.2382358
CVL0220_6,CVL0220_4,0,0,0.22544411
CVL0291_2,CVL0313_6,1,1,1.0343586
CVL0244_6,CVL0573_6,1,1,1.2930807
CVL0095_3,CVL0477_2,1,1,1.3316807
CVL0256_3,CVL0256_1,0,0,0.35525158
CVL0050_3,CVL0313_6,1,1,0.9900043
CVL0050_2,CVL0153_1,1,1,1.1753073
CVL0216_4,CVL0717_4,1,0,0.75572884
CVL0291_6,CVL0291_4,0,0,0.23112175
CVL0050_1,CVL0050_7,0,0,0.44932058
CVL0477_1,CVL0705_1,1,1,0.9618737
CVL0028_7,CVL0709_4,1,0,0.7562927
CVL0220_6,CVL0524_6,1,0,0.5723486
CVL0023_3,CVL0023_1,0,0,0.19629537
CVL0183_4,CVL0963_6,1,1,1.2139583
CVL0020_2,CVL0020_6,0,0,0.2675493
CVL0240_1,CVL0240_6,0,0,0.31266668
CVL0230_3,CVL0230_6,0,0,0.18235928
CVL0058_3,CVL0391_3,1,0,0.39591107
CVL0050_8,CVL0524_4,1,0,0.6688748
CVL0028_1,CVL0028_3,0,0,0.22043124
CVL0291_3,CVL0291_1,0,0,0.24809828
CVL0232_1,CVL0232_2,0,0,0.09826029
CVL0245_4,CVL0245_6,0,0,0.067447245
CVL0218_1,CVL0709_6,1,1,0.77938974
CVL0245_2,CVL0245_6,0,0,0.20848341
CVL0080_1,CVL0080_3,0,0,0.1743402
CVL0240_4,CVL0705_4,1,1,0.88930184
CVL0218_4,CVL0218_2,0,0,0.20949018
CVL0020_8,CVL0020_2,0,0,0.39863795
CVL0963_2,CVL0963_4,0,0,0.27026933
CVL0230_1,CVL0245_3,1,1,0.8127502
CVL0220_2,CVL0540_2,1,1,1.1224574
CVL0050_8,CVL0050_4,0,0,0.21566583
CVL0403_2,CVL0403_4,0,0,0.1537314
CVL0230_1,CVL0230_3,0,0,0.07337023
CVL0181_3,CVL0528_6,1,1,1.400575
CVL0028_2,CVL0028_3,0,0,0.2657419
CVL0482_1,CVL0482_3,0,0,0.2735078
CVL0216_6,CVL0216_1,0,0,0.24750675
CVL0230_1,CVL1120_4,1,1,1.1504712
CVL0096_6,CVL0096_3,0,0,0.34255445
CVL0095_2,CVL0095_1,0,0,0.1466498
CVL0540_3,CVL0540_2,0,0,0.12054373
CVL0028_1,CVL0230_6,1,1,1.1764047
CVL0095_1,CVL0528_2,1,1,0.79811364
CVL0080_4,CVL0709_4,1,1,0.81582105
CVL0256_4,CVL0309_2,1,1,1.2875221
CVL0058_2,CVL0391_1,1,0,0.43820205
CVL1120_1,CVL1120_2,0,0,0.43558553
CVL0181_4,CVL1120_3,1,1,0.87500423
CVL0573_3,CVL0573_1,0,0,0.08536849
CVL0023_7,CVL0582_1,1,1,1.3306319
CVL0256_2,CVL0256_6,0,0,0.6331808
CVL0157_3,CVL0411_4,1,1,0.7706802
CVL0181_1,CVL0403_1,1,0,0.4738273
CVL0176_2,CVL0963_3,1,1,1.2952375
CVL0477_3,CVL0585_1,1,1,1.3933917
CVL0095_2,CVL0198_4,1,1,1.0421593
CVL0540_3,CVL0540_1,0,0,0.12753828
CVL0244_3,CVL0411_4,1,1,1.1823939
CVL0218_6,CVL0585_3,1,1,0.8304077
CVL0218_4,CVL0309_3,1,1,1.234333
CVL0240_2,CVL0477_6,1,1,1.0669476
CVL0309_3,CVL0391_6,1,1,1.3049289
CVL0028_8,CVL0524_2,1,0,0.69906896
CVL0477_4,CVL0582_1,1,0,0.7145974
CVL0181_4,CVL0215_3,1,1,1.0943463
CVL0528_2,CVL0528_4,0,0,0.31474668
CVL0218_4,CVL0218_6,0,0,0.1827287
CVL0020_8,CVL0020_3,0,0,0.40225014
CVL0183_1,CVL0524_2,1,1,1.487885
CVL0096_6,CVL0096_1,0,0,0.45676547
CVL0309_2,CVL0482_1,1,1,0.77682984
CVL0176_6,CVL1120_3,1,1,1.0546025
CVL0198_1,CVL0240_6,1,1,1.2043552
CVL0717_1,CVL0717_3,0,0,0.364256
CVL0540_2,CVL0540_6,0,0,0.17385668
CVL0244_3,CVL0403_6,1,1,1.2857941
CVL0582_6,CVL0963_1,1,1,1.0649744
CVL0218_1,CVL0218_2,0,0,0.6398614
CVL0477_1,CVL0585_6,1,1,1.1807029
CVL0256_3,CVL0585_1,1,0,0.6807476
CVL0020_1,CVL0020_6,0,0,0.25184965
CVL0963_6,CVL0963_4,0,0,0.24693133
CVL0023_3,CVL0023_8,0,1,0.8077776
CVL0313_2,CVL0313_4,0,0,0.23574115
CVL0240_3,CVL0240_4,0,0,0.25342774
CVL0215_2,CVL0705_4,1,1,1.2971246
CVL0585_4,CVL0585_6,0,0,0.27302954
CVL0198_2,CVL0198_3,0,0,0.14684567
CVL0157_4,CVL0230_3,1,1,1.2840906
CVL0220_3,CVL0245_1,1,1,1.4176699
CVL0095_4,CVL0095_1,0,0,0.32061267
CVL0291_1,CVL0291_2,0,0,0.46667704
CVL0020_3,CVL0020_6,0,0,0.31154215
CVL0020_2,CVL0585_3,1,1,0.999699
CVL0153_2,CVL0153_4,0,0,0.16577107
CVL0176_1,CVL1120_4,1,1,1.1797316
CVL0028_1,CVL0028_2,0,0,0.25095782
CVL0244_1,CVL0244_2,0,0,0.18367782
CVL0198_2,CVL0232_2,1,1,1.2360966
CVL0020_6,CVL0391_3,1,1,1.2052271
CVL0309_2,CVL0585_1,1,1,1.3573582
CVL0215_1,CVL0215_3,0,0,0.4695825
CVL0176_2,CVL0176_6,0,0,0.28379464
CVL0028_7,CVL0198_6,1,1,1.1498485
CVL0080_2,CVL0080_3,0,0,0.22364756
CVL0023_8,CVL0023_1,0,1,0.94927156
CVL0582_1,CVL0935_1,1,0,0.4636178
CVL0050_3,CVL0050_4,0,0,0.46706694
CVL0181_4,CVL0717_2,1,1,0.9343587
CVL0717_6,CVL0717_3,0,0,0.2399848
CVL0215_3,CVL0313_2,1,1,1.2919253
CVL0291_4,CVL0291_2,0,0,0.20154718
CVL0240_1,CVL0240_2,0,0,0.12949653
CVL0023_3,CVL0023_6,0,0,0.74237394
CVL0183_3,CVL0585_3,1,1,1.2584676
CVL0058_1,CVL0058_2,0,0,0.3223095
CVL0585_4,CVL0585_2,0,0,0.20380789
CVL0232_3,CVL0232_2,0,0,0.056893446
CVL0050_2,CVL0717_6,1,1,1.225062
CVL0183_2,CVL0291_1,1,1,1.3045715
CVL0230_6,CVL0935_1,1,1,1.2413409
CVL0181_3,CVL0181_2,0,0,0.2423026
CVL0482_2,CVL0585_4,1,1,1.3375307
CVL0176_4,CVL0176_3,0,0,0.17501694
CVL0198_2,CVL0198_4,0,0,0.2843716
CVL0232_2,CVL0313_3,1,1,1.3974296
CVL0050_6,CVL0050_7,0,0,0.4365665
CVL0482_6,CVL1120_6,1,1,1.1553701
CVL0028_2,CVL0028_4,0,0,0.36297062
CVL0080_4,CVL0176_4,1,1,1.339449
CVL0028_1,CVL0028_4,0,0,0.30505073
CVL0585_4,CVL0585_1,0,0,0.1760828
CVL1133_2,CVL1133_1,0,0,0.37250653
CVL0050_3,CVL0050_7,0,0,0.4429471
CVL0585_3,CVL0585_1,0,0,0.15485232
CVL0394_6,CVL0717_1,1,1,1.2097896
CVL0232_4,CVL0256_6,1,1,1.3023733
CVL0181_2,CVL0181_6,0,0,0.5336138
CVL0181_6,CVL0411_2,1,1,1.0675391
CVL0256_4,CVL0256_1,0,0,0.2415694
CVL0098_4,CVL0709_2,1,1,1.0447731
CVL0935_3,CVL0935_6,0,0,0.20929638
CVL0245_1,CVL0245_2,0,0,0.2371143
CVL0153_2,CVL0153_3,0,0,0.11736059
CVL0705_6,CVL0705_4,0,0,0.3655429
CVL0391_4,CVL0391_6,0,0,0.21793348
CVL0020_8,CVL0403_4,1,1,1.3474786
CVL0482_1,CVL0482_6,0,0,0.23723115
CVL0244_3,CVL0244_6,0,0,0.2146732
CVL0058_2,CVL0245_2,1,1,1.3113858
CVL0020_2,CVL0232_6,1,1,1.1634729
CVL0582_2,CVL0582_4,0,0,0.2233939
CVL0309_1,CVL0309_4,0,0,0.42100328
CVL0528_2,CVL1133_6,1,1,0.8854204
CVL0080_2,CVL0573_3,1,1,1.4013838
CVL0291_6,CVL0411_3,1,1,0.9048785
CVL0313_2,CVL0709_6,1,1,1.1181918
CVL0181_4,CVL0181_1,0,0,0.2592426
CVL0028_6,CVL0028_8,0,0,0.6976173
CVL0181_4,CVL0181_6,0,0,0.4768705
CVL0582_1,CVL1120_2,1,1,1.1893842
CVL0153_4,CVL0153_6,0,0,0.17332695
CVL0153_6,CVL0218_3,1,1,1.1054212
CVL0183_6,CVL0183_4,0,0,0.27804193
CVL0394_4,CVL0963_3,1,1,0.76300436
CVL0050_2,CVL0050_7,0,0,0.58204305
CVL0309_3,CVL0309_2,0,0,0.34059435
CVL0411_6,CVL0411_4,0,0,0.403168
CVL0244_2,CVL0244_6,0,0,0.088644885
CVL0058_1,CVL0540_1,1,1,0.7890167
CVL0717_4,CVL0717_3,0,0,0.37651816
CVL0256_6,CVL0524_2,1,1,1.1053742
CVL0157_1,CVL0157_2,0,0,0.6104163
CVL0709_3,CVL0963_6,1,1,0.88162076
CVL0220_2,CVL0391_2,1,1,1.4230094
CVL0482_2,CVL0482_6,0,0,0.21136329
CVL0232_1,CVL0232_6,0,0,0.17791909
CVL0391_1,CVL0403_4,1,1,0.96278155
CVL0218_1,CVL0524_4,1,1,1.0929645
CVL0216_6,CVL0394_6,1,1,1.1827897
CVL1120_4,CVL1120_3,0,1,0.7994319
CVL0245_3,CVL0245_2,0,0,0.13606286
CVL0394_3,CVL0394_1,0,0,0.37059078
CVL0256_3,CVL0528_4,1,1,1.2653079
CVL0218_1,CVL0240_2,1,1,1.1792269
CVL0198_1,CVL0198_4,0,0,0.21995795
CVL0023_4,CVL0023_8,0,1,0.8977355
CVL0181_1,CVL0403_6,1,0,0.4981292
CVL0394_2,CVL1120_3,1,0,0.6263074
CVL0411_4,CVL0585_2,1,1,0.9164691
CVL0181_1,CVL0181_2,0,0,0.32328156
CVL0232_6,CVL0935_4,1,1,0.8539981
CVL0313_2,CVL1120_1,1,0,0.55757004
CVL0080_2,CVL0216_1,1,1,1.389258
CVL0477_4,CVL0477_3,0,0,0.21142338
CVL0220_6,CVL0220_2,0,0,0.5415645
CVL0709_3,CVL0963_1,1,1,0.79816645
CVL0582_2,CVL0582_3,0,0,0.26940206
CVL1120_2,CVL1120_3,0,0,0.2674629
CVL0240_2,CVL0240_4,0,0,0.21651429
CVL0245_6,CVL0540_4,1,1,1.4308704
CVL0245_2,CVL0245_4,0,0,0.2211986
CVL0050_6,CVL0216_4,1,1,1.1920252
CVL0023_7,CVL0023_2,0,1,0.9816606
CVL0176_1,CVL0256_6,1,1,1.3551474
CVL0050_7,CVL0963_3,1,1,1.0262536
CVL0528_4,CVL0540_4,1,1,1.2932619
CVL0183_1,CVL0585_2,1,1,1.3451713
CVL0153_3,CVL0528_4,1,1,0.77778757
CVL0183_1,CVL0183_3,0,0,0.2549386
CVL0256_4,CVL0256_6,0,0,0.55794966
CVL0176_4,CVL0181_4,1,1,1.3975935
CVL0245_4,CVL0291_2,1,1,1.3704349
CVL0096_3,CVL0181_1,1,1,1.275545
CVL0020_7,CVL0020_6,0,0,0.17273857
CVL0477_2,CVL0540_6,1,1,0.9787853
CVL0391_2,CVL0963_2,1,0,0.41469017
CVL0023_2,CVL0023_1,0,0,0.09965816
CVL0218_3,CVL0218_2,0,0,0.24916926
CVL0058_1,CVL0058_6,0,0,0.3977115
CVL0157_4,CVL0157_3,0,0,0.33767983
CVL0232_3,CVL0935_4,1,1,0.81217515
CVL0198_4,CVL0963_6,1,1,0.90599406
CVL0313_6,CVL0705_3,1,1,1.2388113
CVL0050_2,CVL0095_4,1,1,0.94570744
CVL0216_3,CVL0216_1,0,0,0.20276628
CVL0080_1,CVL0717_3,1,1,1.2803211
CVL0023_1,CVL0585_6,1,0,0.59137255
CVL0313_6,CVL0411_1,1,1,1.0999155
CVL0183_2,CVL0183_3,0,0,0.19045557
CVL0153_3,CVL0394_3,1,1,1.054774
CVL0020_8,CVL0020_6,0,0,0.15492228
CVL0313_2,CVL0313_3,0,0,0.21175271
CVL0240_3,CVL0240_6,0,0,0.31882167
CVL0176_1,CVL0176_6,0,0,0.23517075
CVL0176_3,CVL1120_6,1,1,1.1572944
CVL0095_2,CVL0256_6,1,1,1.3371848
CVL0020_1,CVL0020_8,0,0,0.31101197
CVL0028_8,CVL0028_3,0,0,0.19306923
CVL0058_6,CVL0058_3,0,0,0.44186947
CVL0935_3,CVL0935_2,0,0,0.15896432
CVL0313_3,CVL0528_4,1,1,0.9597165
CVL0176_1,CVL0176_3,0,0,0.1395504
CVL0245_1,CVL0245_6,0,0,0.38879335
CVL0244_4,CVL0573_6,1,1,1.2934465
CVL0240_1,CVL0244_6,1,1,1.3453628
CVL0705_1,CVL0705_3,0,0,0.34531578
CVL0216_2,CVL0240_6,1,1,1.3824039
CVL0291_3,CVL0291_2,0,0,0.26457047
CVL0291_4,CVL0291_1,0,0,0.38678023
CVL0220_3,CVL0220_4,0,0,0.18682525
CVL0216_2,CVL0216_3,0,0,0.20798768
CVL0482_2,CVL0482_4,0,0,0.2785935
CVL0080_1,CVL0216_3,1,1,1.3449796
CVL0230_4,CVL0705_3,1,1,0.9896464
CVL0244_2,CVL0256_6,1,1,1.3484551
CVL0198_6,CVL0218_3,1,0,0.5087407
CVL0394_4,CVL0394_1,0,0,0.4916997
CVL0411_1,CVL1133_4,1,0,0.6877569
CVL0394_4,CVL0394_3,0,0,0.2659173
CVL0095_4,CVL0095_6,0,0,0.6484599
CVL0245_3,CVL0245_6,0,0,0.11575567
CVL0098_3,CVL0232_1,1,1,1.3380544
CVL0176_6,CVL0482_3,1,1,1.1216077
CVL0023_6,CVL0023_1,0,1,0.7711158
CVL0098_2,CVL0098_1,0,0,0.37690964
CVL0482_1,CVL0482_2,0,0,0.19344927
CVL0095_1,CVL0157_3,1,1,1.2468582
CVL0157_6,CVL0232_3,1,1,1.1327498
CVL0050_3,CVL0050_1,0,0,0.20107293
CVL0709_2,CVL0709_6,0,0,0.45889935
CVL0096_6,CVL0096_2,0,0,0.2927407
CVL0218_2,CVL0391_2,1,1,0.857207
CVL0157_1,CVL0540_2,1,1,1.1881348
CVL0050_3,CVL0573_2,1,1,1.1619872
CVL0256_2,CVL0403_1,1,0,0.5959494
CVL0198_4,CVL0198_6,0,0,0.119377844
CVL0023_4,CVL0176_3,1,1,1.1505326
CVL0058_3,CVL0244_2,1,1,1.3416629
CVL0705_1,CVL0705_2,0,0,0.12798847
CVL0232_1,CVL0232_4,0,0,0.1455306
CVL0585_2,CVL0585_6,0,0,0.4122529
CVL0176_2,CVL0183_2,1,1,1.3220111
CVL0095_3,CVL0095_4,0,0,0.25548956
CVL0403_6,CVL0403_2,0,0,0.15806708
CVL0411_1,CVL0585_4,1,1,0.907211
CVL0313_6,CVL0585_1,1,1,0.94187075
CVL0050_8,CVL0157_3,1,1,0.9126998
CVL0313_6,CVL0313_3,0,0,0.48836353
CVL0573_3,CVL0705_3,1,1,1.43662
CVL0176_3,CVL0183_3,1,1,1.2542689
CVL0098_1,CVL0098_3,0,0,0.20027567
CVL0482_1,CVL0573_4,1,1,1.3665675
CVL0181_3,CVL0181_6,0,0,0.4188212
CVL0232_6,CVL0245_1,1,0,0.42052105
CVL0215_6,CVL0215_3,0,0,0.06323995
CVL0220_6,CVL0391_4,1,1,1.4196951
CVL0080_6,CVL0717_1,1,1,1.3327911
CVL0573_3,CVL0963_3,1,1,1.1818012
CVL0183_4,CVL0256_6,1,1,1.1915021
CVL0215_3,CVL0524_1,1,1,1.3994423
CVL0215_4,CVL0313_6,1,1,1.2514797
CVL0020_6,CVL0313_2,1,1,0.9712982
CVL0232_6,CVL0313_3,1,1,1.3892989
CVL1133_2,CVL1133_6,0,0,0.46129814
CVL0256_2,CVL0582_1,1,1,0.7727269
CVL0157_4,CVL1120_4,1,1,0.7632973
CVL0157_4,CVL1120_6,1,1,0.8639364
CVL0095_4,CVL0256_1,1,1,1.4162805
CVL0309_6,CVL0309_4,0,0,0.31532264
CVL0050_1,CVL0176_6,1,1,1.0079752
CVL0157_4,CVL0411_2,1,1,0.8851265
